audio_data,emotion
"[ 0.02130235  0.01976607  0.01420558 ... -0.05388806 -0.05666946
 -0.05884368]",anger
"[-0.0229057  -0.0260762  -0.02764464 ...  0.00748313  0.00777638
  0.00539962]",anger
"[-0.01226665 -0.01460159 -0.00885986 ...  0.00981062  0.00855979
  0.0056671 ]",anger
"[-0.04265243 -0.03661771 -0.03191856 ...  0.00133397 -0.00038914
 -0.00434582]",anger
"[-0.00751823 -0.00688138 -0.00704596 ... -0.00138687 -0.00155304
 -0.00177706]",anger
"[-0.00073831 -0.00046095 -0.00018309 ...  0.00615025  0.00614392
  0.00605541]",neutral
[0.0002735  0.0007421  0.00062902 ... 0.01501966 0.01427755 0.02525648],neutral
"[-0.00151516 -0.00123763 -0.00088326 ...  0.00196413  0.0017105
  0.00164579]",anger
"[-0.0032391  -0.00329326 -0.00333583 ...  0.00299297  0.00261174
  0.00224395]",anger
"[ 0.00247203  0.00231211  0.00228378 ... -0.07274976 -0.09096704
 -0.10276673]",anger
"[-0.00118479 -0.00115883 -0.00109408 ...  0.0122692   0.01216268
  0.01196021]",anger
"[-0.0052091   0.06029288  0.11434908 ...  0.01051612  0.0110326
  0.0138892 ]",anger
"[-0.12668945 -0.15710242 -0.18513799 ...  0.04327954  0.04433959
  0.04229781]",anger
"[-0.02596101 -0.0181587  -0.02411667 ...  0.071215    0.0432142
  0.00554643]",anger
"[ 0.02471807  0.0225392   0.01448108 ... -0.01999938 -0.0213702
 -0.01838275]",anger
[0.08987469 0.08578602 0.08353    ... 0.00098552 0.00187031 0.00220174],anger
"[-0.00526676 -0.01037957 -0.01346788 ...  0.00680062  0.00578331
  0.00465508]",sadness
"[-0.0019769  -0.00191128 -0.00191162 ... -0.00055083 -0.00040103
 -0.00036788]",surprise
"[-0.00062702 -0.00010284  0.00024959 ... -0.00300133 -0.00272286
 -0.00243144]",joy
"[-0.00025151  0.00010142  0.00142974 ... -0.00189127 -0.00187166
 -0.00192746]",joy
[0.00366715 0.00365867 0.00357404 ... 0.00134919 0.00158244 0.00178126],joy
[0.01795356 0.01696778 0.01459066 ... 0.00068722 0.0006808  0.00078947],neutral
"[-0.00477695 -0.00596546 -0.00702835 ...  0.00240474  0.00242441
  0.00246783]",neutral
"[ 1.0396182e-03  1.0754694e-03  1.0020497e-03 ... -3.3388799e-03
  8.2641141e-05  3.8198677e-03]",neutral
[0.02123939 0.02076935 0.01298467 ... 0.02665617 0.0257171  0.02419444],anger
"[-0.00115954 -0.00308724 -0.00404802 ...  0.00710566  0.01341941
  0.01412171]",anger
"[-0.00325729 -0.00385513 -0.00434693 ... -0.00222563 -0.0036885
 -0.00545575]",anger
"[-0.0145182  -0.01704577 -0.01982985 ... -0.00109744 -0.00087844
  0.00037674]",anger
"[-5.4176338e-03 -3.6447314e-03 -2.5096578e-03 ... -8.7964872e-05
 -2.2411323e-03 -3.5869866e-03]",anger
"[-0.00650076 -0.00529085 -0.00363823 ...  0.00343965 -0.00089171
 -0.0025314 ]",anger
"[ 0.0179308   0.01778649  0.01723803 ... -0.03539022 -0.00320231
  0.01725748]",anger
"[-0.04824634 -0.05761199 -0.06334074 ... -0.00487211 -0.00248323
 -0.00035436]",anger
"[-0.01239313 -0.01063785 -0.00750157 ... -0.01174182 -0.0145876
 -0.01742445]",anger
[0.02820715 0.02676267 0.02562303 ... 0.03208781 0.03753058 0.03637698],neutral
"[ 0.06843892  0.05171864  0.03082997 ... -0.01706576 -0.01986897
 -0.01749003]",anger
"[-0.02688927 -0.03777823 -0.04466833 ...  0.00209006  0.00274867
  0.00312979]",anger
"[-0.16623014 -0.1902839  -0.21399736 ...  0.01988174  0.01275858
 -0.00110521]",anger
"[-0.00249542 -0.00213636 -0.00180548 ... -0.0064462  -0.00673216
 -0.00664146]",anger
"[ 0.01138895  0.01230039  0.01237358 ... -0.03863818  0.02210753
  0.05444373]",anger
"[ 9.3185557e-03  3.5715352e-03 -7.8410019e-05 ...  6.6696326e-03
  7.0876293e-03  7.5406395e-03]",anger
"[-2.1508861e-04  7.1720984e-05  2.5261060e-04 ...  1.4901322e-03
  1.3634521e-03  1.3159546e-03]",anger
"[-0.00104816 -0.0011959  -0.00124114 ... -0.02077115 -0.02063819
 -0.02080907]",anger
"[-0.02435278 -0.02455193 -0.02496115 ...  0.00374763  0.00339014
  0.00299194]",neutral
"[-0.07948682 -0.09611332 -0.10949396 ...  0.00537124  0.00926903
  0.00574455]",anger
"[-0.0057549  -0.00682732 -0.00782612 ... -0.0003221   0.00043012
  0.0008558 ]",anger
"[ 0.00860395 -0.00156283 -0.00029243 ...  0.00325828  0.00288636
  0.00294331]",anger
[0.01947678 0.01292789 0.00307307 ... 0.02130217 0.02157413 0.0199218 ],anger
"[-0.06488582 -0.04150473 -0.01665242 ...  0.00195146 -0.00158399
 -0.00802767]",anger
[0.00704707 0.00560477 0.00412378 ... 0.01536186 0.01092121 0.00869232],anger
"[-0.0136391  -0.02478509 -0.03060358 ... -0.02220195 -0.01830707
 -0.0182173 ]",anger
"[-0.12759596 -0.11672946 -0.08671684 ... -0.05468169 -0.05731513
 -0.03785808]",anger
"[-0.01361133 -0.02463981 -0.03124411 ... -0.00277033 -0.00282549
 -0.00300545]",anger
"[-0.03415482 -0.04638829 -0.05460658 ... -0.01139238 -0.01213576
 -0.01248176]",anger
"[-0.02113386 -0.01875018 -0.01521192 ... -0.02610778 -0.02115151
 -0.01835591]",anger
[0.13018836 0.12902766 0.11333025 ... 0.11664034 0.11403707 0.09968562],anger
"[-0.03075971 -0.02960144 -0.02619455 ...  0.09251227  0.11090878
  0.14354478]",anger
"[-0.08158155 -0.07920596 -0.06591035 ... -0.0409642  -0.04384458
 -0.03796199]",anger
"[ 0.026217    0.02463247 -0.01158603 ... -0.00054646 -0.00140853
 -0.00285218]",anger
[0.00509725 0.00754773 0.00173574 ... 0.10909364 0.05242603 0.02001032],anger
"[-8.9843757e-02 -7.6419920e-02 -5.9314374e-02 ...  2.1649880e-04
  5.4603013e-05 -2.3133383e-05]",anger
"[-0.01420873 -0.00064302  0.01485917 ...  0.02876971  0.04825824
  0.03767576]",anger
"[-0.00104913 -0.00120352 -0.00148889 ...  0.00062853  0.00047715
  0.00049322]",anger
[0.03944696 0.03887389 0.0359046  ... 0.02614372 0.02097936 0.02053741],anger
[0.00584512 0.00409096 0.00302533 ... 0.00710313 0.0092426  0.01146753],surprise
"[-0.00014749 -0.00349314 -0.00559839 ... -0.05708327 -0.06287305
 -0.07576092]",joy
[0.06955943 0.0550551  0.04205896 ... 0.01185824 0.00951803 0.0063234 ],joy
"[-0.00184328 -0.00417095 -0.0054834  ... -0.00116951 -0.00082439
 -0.00086325]",joy
[0.01611563 0.01400597 0.0153573  ... 0.01415638 0.01667871 0.01663969],joy
"[ 0.00119758 -0.00074478 -0.00022586 ... -0.00314306 -0.00418172
 -0.00322271]",joy
[0.00775982 0.00786288 0.00778713 ... 0.03005257 0.03839913 0.04345094],joy
"[-0.02644743 -0.02810034 -0.03031318 ...  0.00742935  0.00713912
  0.00671288]",joy
"[ 9.7382301e-04 -1.3058075e-06 -9.1506343e-04 ...  5.5712394e-02
  6.6951632e-02  6.7058101e-02]",joy
"[-0.00192238 -0.0016268  -0.00119643 ... -0.00854716 -0.00971295
 -0.00958248]",joy
"[-0.03349998 -0.02636978 -0.01464108 ...  0.00160323  0.00197871
  0.00124119]",joy
"[1.57655822e-03 1.61380298e-03 1.39746536e-03 ... 1.21836245e-04
 3.02750050e-05 3.34889264e-05]",joy
[0.00105064 0.00152463 0.00209577 ... 0.00092048 0.00116548 0.00167865],joy
"[ 0.00033585 -0.00019425 -0.0007095  ... -0.01196277 -0.01010147
 -0.00761151]",joy
"[ 2.3957828e-04 -1.0713469e-05 -7.1193301e-04 ... -7.7291680e-03
 -6.8966197e-03 -5.5426685e-03]",joy
"[ 0.00032016  0.00140806  0.00280031 ... -0.00473194 -0.00417413
 -0.00296494]",joy
"[ 0.00929603  0.00704687  0.00752854 ... -0.00116463 -0.00225611
 -0.00267807]",joy
[0.0043151  0.00430395 0.00384701 ... 0.00823798 0.00873046 0.00893903],joy
[0.0017732  0.00208987 0.00223534 ... 0.00449422 0.00458467 0.00405312],neutral
"[-0.00729379 -0.00637201 -0.00493488 ...  0.00901427  0.0078404
  0.00685798]",neutral
"[ 1.3982438e-04 -4.0843304e-05 -1.2600642e-05 ... -5.2054174e-04
 -9.0681721e-04 -5.8392249e-04]",neutral
"[-0.04829178 -0.03954841 -0.02852708 ...  0.01328782  0.01419478
  0.01471955]",joy
[0.00311695 0.00273944 0.00241956 ... 0.00256104 0.00253576 0.0024047 ],joy
"[ 0.00056357  0.00080304  0.00162763 ... -0.03960629 -0.04079803
 -0.0406308 ]",joy
[0.0083014  0.00866779 0.00867261 ... 0.00503049 0.00766325 0.0108712 ],joy
"[-0.00642808 -0.02730565 -0.04133605 ... -0.00308855 -0.00356453
 -0.00719923]",joy
"[-0.04332255 -0.03602351 -0.03200526 ...  0.00370477  0.00334584
  0.00092515]",joy
"[-5.837115e-05 -3.429319e-06 -5.673127e-04 ... -1.111271e-02 -9.449169e-03
 -9.000755e-03]",joy
"[-0.01763646 -0.01752767 -0.01538536 ... -0.04580582 -0.04876064
 -0.04790955]",joy
"[-1.4151068e-05  1.5034589e-04 -9.5843570e-06 ... -3.7797755e-03
 -5.2169375e-03 -5.6245895e-03]",joy
"[-0.01608213 -0.01727703 -0.01694542 ... -0.00363516 -0.00545281
 -0.00875899]",joy
"[-0.01904709 -0.01975768 -0.01709577 ...  0.00405837  0.00483537
  0.00550415]",joy
"[-0.00535982 -0.00509539 -0.00454987 ...  0.00202248  0.00114834
 -0.00014617]",joy
[0.0149268  0.01221196 0.0128919  ... 0.0184824  0.02343623 0.02395223],joy
"[-0.00386293 -0.00309626  0.00221158 ... -0.02930709 -0.02079755
 -0.01658791]",joy
[0.04889575 0.04279749 0.03837277 ... 0.00770568 0.007324   0.00719512],joy
"[ 0.00208527  0.00242719  0.00251994 ... -0.0075711  -0.00634056
 -0.00548141]",joy
"[ 0.0013414   0.00164429  0.00166598 ...  0.00240106 -0.00813387
 -0.00778594]",joy
"[-0.00310169 -0.0025418  -0.00150543 ... -0.00186464 -0.0025006
 -0.00299866]",joy
"[ 0.04381991  0.06138103  0.08061656 ... -0.00327577 -0.0034281
 -0.00299373]",neutral
[0.02935768 0.02806206 0.02587254 ... 0.04424745 0.03886689 0.03559124],joy
"[-0.00033796 -0.00028471 -0.0001536  ... -0.00154257 -0.00153244
 -0.00157945]",joy
"[-0.00848124 -0.00332728  0.0103293  ...  0.02587968  0.02901333
  0.02832977]",joy
"[-0.00072099 -0.00117938  0.00052732 ...  0.00238747  0.00256335
  0.0027228 ]",joy
"[-0.00113351 -0.00088199 -0.00038773 ...  0.02616725  0.02451523
  0.02115757]",joy
[0.03339223 0.03695872 0.02905504 ... 0.03289511 0.02966391 0.02556079],joy
"[-0.0049826  -0.00159251 -0.00448486 ... -0.00306515 -0.00426507
 -0.00471679]",joy
"[-4.4715585e-04  2.9846735e-05  5.9444422e-04 ...  7.7249566e-03
  4.7803996e-03 -5.2610593e-04]",joy
"[-0.01891276 -0.01380786 -0.02401491 ... -0.02791778 -0.02649981
 -0.0177218 ]",joy
"[-0.00096682 -0.00262882 -0.00420852 ...  0.04199392  0.02743953
  0.01523209]",joy
"[-0.00413802 -0.00332996 -0.00465901 ... -0.021896   -0.02327764
 -0.02455821]",joy
"[ 0.00149446  0.00027222 -0.0008126  ...  0.00292293  0.00301908
  0.00418535]",joy
"[-0.00216358 -0.00122688 -0.00070497 ... -0.00111813 -0.00044713
  0.00048489]",joy
"[-0.00122573 -0.00109856 -0.00091106 ...  0.00128167  0.00121004
  0.0012867 ]",joy
"[-0.03685126 -0.03509209 -0.03721933 ... -0.00561103 -0.00517836
 -0.00477341]",joy
"[ 0.00927847  0.00866645  0.0077627  ... -0.00036109  0.00028067
  0.00128601]",joy
"[-0.01344552 -0.01650653 -0.01607801 ...  0.00260875  0.00501847
  0.00581504]",joy
[0.00493001 0.00515674 0.00560905 ... 0.00013833 0.0002209  0.00018457],joy
"[ 0.03437861  0.02308701  0.01014731 ... -0.00304809 -0.00402951
 -0.00675991]",joy
"[-0.01380771  0.00417711  0.01736749 ...  0.13137248  0.17018852
  0.16685748]",joy
[0.00635392 0.00677869 0.00671607 ... 0.01409831 0.01626116 0.01308946],joy
"[-0.04982248 -0.06605475 -0.07204932 ...  0.03111149  0.02434276
  0.01677444]",joy
"[-0.00744525 -0.00553594 -0.00626214 ... -0.02573863 -0.02868857
 -0.03057822]",joy
"[ 0.00088399  0.00099647  0.00155069 ... -0.00958575 -0.00955457
 -0.00797596]",joy
"[-0.0015405   0.00077948  0.0049918  ...  0.00835679  0.00857446
  0.00887476]",joy
"[-0.00570394 -0.0050338  -0.00429281 ...  0.02546397  0.03390244
  0.03548069]",joy
"[-0.00624827 -0.00504503 -0.00366022 ...  0.0178417   0.02199772
  0.02545486]",joy
[0.00466995 0.01283661 0.01713136 ... 0.0041488  0.00461551 0.00552478],joy
"[-6.9766806e-04 -9.6927753e-05  1.4372879e-04 ...  9.9761679e-04
  1.2365815e-03  1.4371045e-03]",joy
"[ 0.00652974  0.00561322  0.00471431 ... -0.00761446 -0.00827873
 -0.00839853]",joy
"[-0.01446162 -0.0138857  -0.0146864  ... -0.00157578 -0.00195295
 -0.0023517 ]",joy
[0.00928344 0.0072372  0.00457671 ... 0.00191448 0.00216378 0.00202261],joy
[0.00112258 0.00092381 0.00138505 ... 0.01924169 0.01583153 0.01411785],joy
[0.01114525 0.01506788 0.01920434 ... 0.00459275 0.00553054 0.00505752],joy
"[ 0.00167624  0.00152391  0.00137027 ... -0.00680289 -0.00602924
 -0.00995267]",joy
"[ 0.02013957  0.03172512  0.03987849 ... -0.03825235 -0.04516624
 -0.05287159]",joy
"[-2.7794242e-03 -3.3396436e-04  9.7189395e-04 ...  7.6076359e-04
  4.6942063e-04  8.6071770e-05]",joy
[0.02104962 0.02390083 0.02540621 ... 0.00286652 0.00735082 0.01049232],joy
"[-0.04309226 -0.04394387 -0.04304399 ... -0.00119248 -0.00144931
 -0.0019797 ]",joy
[0.01951773 0.02944043 0.03002062 ... 0.11364272 0.14147651 0.14531147],joy
"[-0.00160887 -0.00181345 -0.00196236 ...  0.0010227  -0.00149073
 -0.00336513]",joy
"[-0.00898548 -0.0075052  -0.00639547 ...  0.0032317   0.00339352
  0.00311293]",joy
"[-0.00195809 -0.00158731 -0.00130513 ... -0.00100738 -0.00055927
 -0.00047857]",joy
[0.00088744 0.00040388 0.00012399 ... 0.00151798 0.00144374 0.00129375],joy
"[ 0.02767923  0.00104756 -0.02050908 ... -0.05040374 -0.03801919
 -0.02735422]",joy
"[-0.00109746 -0.0011313  -0.00112612 ...  0.00077901  0.00094732
  0.00114066]",joy
"[ 0.00106532  0.0013497   0.00155336 ... -0.04496317 -0.04590257
 -0.04555282]",joy
"[-0.00240424 -0.00225956 -0.001553   ... -0.00031134  0.00167824
  0.00235174]",joy
[0.00184589 0.00195237 0.00081079 ... 0.00035698 0.00013362 0.00085073],joy
"[-0.01026745  0.01165207  0.03216266 ... -0.02371196 -0.02489591
 -0.02613908]",joy
"[ 0.00908918  0.0069368   0.00583883 ... -0.00252284 -0.0054162
 -0.00920794]",joy
"[ 0.01897513  0.01620833  0.01046283 ... -0.00538519 -0.00250892
  0.00593687]",joy
[0.01856975 0.02302578 0.01171643 ... 0.00919909 0.01346427 0.01439467],joy
"[-0.00082128  0.00044088  0.00213137 ... -0.00065468 -0.0007334
 -0.00089539]",joy
"[-0.00399622 -0.00394254 -0.00354941 ... -0.00029704 -0.00066225
 -0.00106497]",joy
"[ 0.00031186 -0.00024177 -0.0008277  ... -0.00278555 -0.00330392
 -0.00447394]",joy
"[ 0.00942726  0.0096771   0.00962071 ... -0.00355563 -0.00332316
 -0.00342383]",joy
"[-0.00343454 -0.00269317 -0.00253325 ... -0.01225252 -0.00633366
  0.00179792]",joy
"[ 0.00277001  0.00313155  0.00332734 ... -0.00305033 -0.00293892
 -0.0031264 ]",joy
"[ 0.00021642  0.0003143   0.00046581 ...  0.00085854  0.00034296
 -0.00010942]",joy
"[ 2.8302066e-03  3.4986006e-03  4.1346010e-03 ... -1.0002228e-03
  2.1396554e-05  8.7196910e-04]",joy
"[-6.7038960e-03 -6.2809163e-03 -5.4924283e-05 ... -7.4190716e-04
 -5.8642682e-04 -3.0784009e-04]",joy
[0.04374539 0.03908941 0.03372842 ... 0.0025868  0.00253653 0.00239821],joy
"[-0.03285233 -0.02549513 -0.01678967 ... -0.01918752 -0.0183064
 -0.01675261]",joy
"[ 1.0373037e-03 -5.1344940e-03 -7.2357785e-03 ...  1.9960845e-04
 -7.1930306e-05 -2.2394993e-04]",joy
[0.02886994 0.03672953 0.04094322 ... 0.07270193 0.04052166 0.00892882],joy
"[ 0.00168012  0.00149214  0.00173282 ... -0.00297172  0.01014905
  0.01954963]",joy
"[-0.00031488 -0.00025995 -0.00018616 ...  0.01992317  0.01955532
  0.01964377]",joy
"[-2.6057879e-03 -2.0769411e-03 -1.7943099e-03 ...  1.4591962e-04
  9.3081559e-05 -1.5675333e-04]",joy
"[ 0.03460783  0.03144235  0.02657671 ... -0.01869339 -0.01545892
 -0.01015863]",joy
"[-0.00599538 -0.00568683 -0.00694493 ...  0.00869024  0.00994617
  0.01089877]",joy
"[-0.01268795 -0.0129596  -0.01291827 ... -0.0133586  -0.0099803
 -0.00482939]",joy
"[-0.01705634 -0.03482101 -0.0523124  ...  0.01831452  0.01510264
  0.01149139]",joy
"[-0.00228303 -0.00216535 -0.00222008 ...  0.00942287  0.00934184
  0.00951304]",joy
[0.00237091 0.00241062 0.00268105 ... 0.00124188 0.00133366 0.00123177],joy
[0.00040961 0.00078082 0.00089232 ... 0.00549152 0.00489239 0.00555148],joy
"[-0.01385127 -0.01595919 -0.01871403 ...  0.00496253  0.00618019
  0.00616768]",joy
"[ 0.00261462  0.00164482  0.00139633 ...  0.00187743  0.00081738
 -0.00049923]",joy
"[-0.00122503 -0.00105136 -0.00100437 ... -0.00051998 -0.00079885
 -0.00087846]",joy
"[-0.03058663 -0.03207602 -0.03276218 ...  0.01343196  0.01257262
  0.01319648]",joy
[0.00060927 0.00064233 0.00057591 ... 0.00168052 0.00131891 0.00107543],joy
"[ 9.5500341e-03  7.2392877e-03  6.7761820e-03 ...  1.5349181e-03
  1.5183239e-03 -9.4545860e-05]",neutral
"[4.6744780e-04 3.6891192e-04 9.1529670e-05 ... 1.9662066e-03 1.6226461e-03
 1.1690730e-03]",neutral
"[-0.00079088 -0.00092226 -0.00091065 ...  0.00367088  0.00369571
  0.00273402]",anger
"[-1.21930105e-04 -3.00807878e-04 -2.51989579e-04 ... -1.51960971e-03
 -9.06858651e-04 -6.34461176e-05]",anger
"[ 0.01164482  0.00679397  0.00017646 ... -0.02560817 -0.02949956
 -0.03250776]",anger
[0.01220232 0.01401161 0.01244386 ... 0.00781762 0.00929752 0.01141114],anger
"[-0.04505157 -0.05165242 -0.04277714 ...  0.01319972  0.01222955
  0.01097319]",anger
"[-0.00704076 -0.00445965  0.00022955 ... -0.00081616 -0.00083358
 -0.00079767]",anger
"[-0.00162938 -0.00125398 -0.00084177 ... -0.00278477 -0.00258909
 -0.00221244]",neutral
"[ 0.01056129  0.01206285  0.00851739 ... -0.00147967 -0.00145161
 -0.00162316]",neutral
"[ 0.00419091  0.00379502  0.00343982 ... -0.00353766 -0.00561807
 -0.0022983 ]",anger
"[-0.00031116 -0.00063935 -0.00097247 ...  0.00114422  0.00129313
  0.00118172]",neutral
"[-0.00945253 -0.00820982 -0.00720966 ...  0.00213707  0.00154885
  0.00053283]",anger
[0.03042299 0.02878783 0.02738979 ... 0.00123056 0.0042602  0.00354861],anger
"[ 0.00048695  0.00038604  0.00018936 ... -0.01827509 -0.01910399
 -0.02084014]",anger
"[-0.00168031 -0.001558   -0.00142891 ... -0.0017061  -0.01410032
 -0.01021762]",anger
"[-0.0018422  -0.00107395 -0.00055401 ... -0.01240868 -0.00331984
  0.00501452]",anger
"[-0.00050843 -0.00081293 -0.00077544 ... -0.00034632 -0.0005414
 -0.00075142]",anger
[0.01112974 0.01324972 0.01434841 ... 0.00365435 0.00341336 0.00288192],anger
"[-0.00131814 -0.00176418 -0.00189004 ...  0.00024722  0.00035571
  0.00011837]",anger
[0.00330321 0.00686362 0.00450232 ... 0.00537758 0.00921527 0.01535403],anger
"[-0.00566474  0.00556007  0.0079229  ... -0.17496179 -0.187605
 -0.18198603]",anger
"[-0.13944738 -0.11829168 -0.09683321 ... -0.17477903 -0.12619281
 -0.09221794]",anger
"[-0.00183371 -0.00164687 -0.00127873 ... -0.01080264 -0.0110624
 -0.00916056]",joy
"[-0.11479304 -0.10762662 -0.09751464 ...  0.00314792  0.0029223
  0.00130757]",joy
"[-0.0091542  -0.00900957  0.0014109  ... -0.00101314 -0.00078025
 -0.00059716]",joy
"[-0.00423604 -0.00331306  0.00045471 ... -0.0002738   0.00018272
  0.00078626]",joy
"[-0.00040344 -0.00029778 -0.00044782 ... -0.00382133 -0.00493632
 -0.00566657]",joy
"[ 4.9690254e-02  4.2815484e-02  2.4915027e-02 ...  1.1816643e-03
 -6.5765635e-05 -1.1076313e-03]",neutral
"[ 0.04978855  0.01693727 -0.02132153 ...  0.00023779  0.00426531
  0.00598647]",joy
"[ 0.00399611  0.00628809  0.00420547 ... -0.07566618 -0.08989426
 -0.10036527]",joy
"[ 0.02424552  0.03848911  0.05006116 ... -0.01623928 -0.01544055
 -0.01853072]",joy
"[ 0.02840763  0.02608626  0.02233944 ... -0.00513454 -0.00421966
 -0.00280479]",joy
[0.0001106  0.00111377 0.00175328 ... 0.02656617 0.02991651 0.03653065],joy
"[-0.00411831 -0.00542184 -0.00871245 ...  0.01141977  0.01356372
  0.01314786]",joy
"[-0.0250208  -0.02732828 -0.01345452 ...  0.00305418  0.00410311
  0.0055524 ]",joy
"[-0.03082954 -0.03244176 -0.03465736 ...  0.05239045  0.04652327
  0.02611493]",joy
"[-2.3646737e-03 -2.2509461e-03 -1.6864601e-03 ... -3.9118947e-04
 -1.4291370e-04  4.9086357e-05]",joy
"[ 0.01147379  0.01026023  0.00872311 ... -0.04900456 -0.05079276
 -0.03231087]",joy
"[ 0.00193528 -0.00166369 -0.00150989 ...  0.00507556  0.00511128
  0.00516491]",joy
"[ 0.03055958  0.03059893  0.0127599  ... -0.02184759 -0.02425949
 -0.02359794]",joy
"[-1.02870695e-01 -1.20673060e-01 -1.30099565e-01 ... -1.41998602e-03
 -5.68488729e-04  7.47316662e-05]",joy
"[ 0.00537698  0.0048524   0.00537269 ... -0.01064641 -0.01237155
 -0.01428559]",joy
"[-0.00644366 -0.008795   -0.01154818 ...  0.01223653  0.01330584
  0.0130601 ]",joy
[0.07595992 0.11669052 0.14219725 ... 0.01491822 0.03203266 0.05889592],joy
"[ 0.00751364  0.00525195  0.00348216 ... -0.03463612 -0.02023034
 -0.00222422]",joy
"[-0.01678954 -0.00114194  0.00350042 ...  0.01781703  0.01360164
  0.01073275]",joy
"[-4.0648386e-04 -1.3601789e-04 -2.5145423e-03 ...  3.2382476e-04
  3.5443355e-04 -2.7542970e-05]",joy
"[-0.00142486  0.00057032 -0.00085392 ... -0.02839668 -0.02871996
 -0.02834942]",joy
"[-0.02247344 -0.01916912 -0.01437018 ... -0.00864236 -0.00886233
 -0.01010056]",joy
"[-0.00240025 -0.00224619 -0.0020529  ... -0.00039448  0.00099265
  0.00139383]",joy
"[ 0.00344565  0.00270541  0.00167888 ... -0.03600347 -0.03455779
 -0.03360651]",joy
[0.00407372 0.0050455  0.00715457 ... 0.00214112 0.00226946 0.00270311],joy
"[-0.00026395  0.00015392  0.00068038 ...  0.00127155 -0.00522909
 -0.00488494]",joy
"[1.0867089e-04 2.5487595e-04 3.0940428e-05 ... 3.3614792e-02 2.2386890e-02
 1.2176846e-02]",joy
"[ 0.03568716  0.03913231  0.04573008 ... -0.03894714 -0.02182836
 -0.00537903]",joy
"[-0.00884297 -0.01101942 -0.01292543 ... -0.00229943 -0.00253507
 -0.00312288]",joy
"[-0.00575692 -0.00965687 -0.01421428 ... -0.00937965 -0.00566583
 -0.00220322]",joy
[0.0278577  0.02744273 0.02641572 ... 0.01574717 0.01273307 0.00770932],joy
"[-0.01489543 -0.00177045  0.01051001 ... -0.07275312 -0.06925645
 -0.06149808]",joy
"[-0.01198993 -0.01367357 -0.0146784  ...  0.02872242  0.02425529
  0.02218511]",joy
